 0      3.0
 1      2.8
 2      2.1
 3      1.1
 4      0.0
 5     -1.1
 6     -2.1
 7     -2.8
 8     -3.0
 9     -2.8
10     -2.1
11     -1.2
12     -0.0
13      1.1
14      2.1
15      2.8
16      3.0
17      2.8
18      2.1
19      1.2
20      0.0
21     -1.1
22     -2.1
23     -2.8
24     -3.0
25     -2.8
26     -2.1
27     -1.2
28     -0.0
29      1.1
30      2.1
31      2.8
32      3.0
33      2.8
34      2.1
35      1.2
36      0.0
37     -1.1
38     -2.1
39     -2.8
40     -3.0
41     -2.8
42     -2.1
43     -1.2
44     -0.0
45      1.1
46      2.1
47      2.8
48      3.0
49      2.8
50      2.1
51      1.2
52      0.0
53     -1.1
54     -2.1
55     -2.8
56     -3.0
57     -2.8
58     -2.1
59     -1.2
60     -0.0
61      1.1
62      2.1
63      2.8
64      3.0
